response_id,comment_text,age,profession,time_period,crowding_level,waiting_time_min,sentiment_label,primary_category
1021,"I do not expect luxury, but at least the bus should be clean enough to sit comfortably.",27,Student,Morning Peak,Severe,30,Negative,Cleanliness
1022,There seemed to be more buses on the road than usual.,21,Teacher,Morning Peak,High,11,Positive,Availability
1023,There seemed to be more buses on the road than usual.,43,Office Employee,Morning Peak,High,6,Positive,Availability
1024,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,60,Homemaker,Evening Peak,Moderate,23,Negative,Staff Behavior
1025,"The bus was a bit late today, but not unusually late for a weekday in Dhaka.",37,Small Business,Evening Peak,High,14,Neutral,Delay
1026,"Everyone was squeezed together, and even moving one step inside felt impossible.",57,Small Business,Evening Peak,High,53,Negative,Crowding
1027,"If you miss one local bus on this route, you may have to wait a long time for the next one.",44,Freelancer,Morning Peak,Moderate,52,Negative,Availability
1028,The fare felt too high considering how crowded and uncomfortable the ride was.,33,Banker,Morning Peak,Low,21,Negative,Cost
1029,Communication from the conductor was average today.,27,Shopkeeper,Morning Peak,Moderate,18,Neutral,Staff Behavior
1030,"The fare felt acceptable, though service quality could still improve.",47,Job Seeker,Evening Peak,Severe,9,Neutral,Cost
1031,"The ride was tiring, but about what I normally expect from a local bus.",49,Factory Worker,Morning Peak,Low,19,Neutral,Comfort
1032,"Boarding was more orderly today, which made the trip feel safer.",18,Factory Worker,Evening Peak,High,11,Positive,Safety
1033,"Comfort was average—no major issue, no special improvement.",21,Homemaker,Morning Peak,Low,14,Neutral,Comfort
1034,"The stop access felt manageable, even during the busy hour.",20,Freelancer,Evening Peak,Moderate,12,Positive,Accessibility
1035,"The stop area was busy, though still usable.",40,Factory Worker,Evening Peak,Moderate,12,Neutral,Accessibility
1036,"The fare felt acceptable, though service quality could still improve.",56,Teacher,Morning Peak,Severe,19,Neutral,Cost
1037,The fare felt too high considering how crowded and uncomfortable the ride was.,44,Driver,Morning Peak,Moderate,43,Negative,Cost
1038,"The bus was not very clean, but it was acceptable for a regular local bus trip.",36,Student,Evening Peak,Low,16,Neutral,Cleanliness
1039,The helper was rude when passengers asked whether the bus would stop at the next point.,39,Homemaker,Morning Peak,Moderate,37,Negative,Staff Behavior
1040,There were far fewer buses than the number of waiting passengers. The line just kept getting longer.,23,Office Employee,Evening Peak,Moderate,35,Negative,Availability
1041,"Same problem again—long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",55,Shopkeeper,Morning Peak,Severe,26,Negative,Delay
1042,The bus stopped properly and boarding was easier today.,24,Freelancer,Morning Peak,High,7,Positive,Accessibility
1043,"I do not expect luxury, but at least the bus should be clean enough to sit comfortably.",49,Student,Morning Peak,High,60,Negative,Cleanliness
1044,Clear route and stop information would save passengers a lot of confusion.,40,Factory Worker,Evening Peak,High,35,Negative,Information
1045,"Safety was okay today, though the boarding process could be better.",47,Job Seeker,Evening Peak,Severe,13,Neutral,Safety
1046,"The bus was not very clean, but it was acceptable for a regular local bus trip.",35,Student,Morning Peak,Severe,17,Neutral,Cleanliness
1047,Crowding made the ride stressful from start to finish. I could barely breathe comfortably.,21,Healthcare Worker,Morning Peak,Low,23,Negative,Crowding
1048,"The bus was a bit late today, but not unusually late for a weekday in Dhaka.",23,Driver,Evening Peak,High,12,Neutral,Delay
1049,The conductor kept shouting instead of answering simple fare questions calmly.,54,Office Employee,Morning Peak,High,21,Negative,Staff Behavior
1050,"I got enough information after asking around, though it was not very clear at first.",20,Banker,Evening Peak,High,11,Neutral,Information
1051,"The inside looked used and worn, but not worse than usual.",29,Small Business,Morning Peak,High,10,Neutral,Cleanliness
1052,"The route details were clear enough today, so I did not have to guess much.",31,Healthcare Worker,Evening Peak,High,7,Positive,Information
1053,The fare felt fair enough for the distance I traveled.,25,Driver,Morning Peak,Severe,7,Positive,Cost
1054,"The inside looked used and worn, but not worse than usual.",44,Shopkeeper,Evening Peak,Moderate,18,Neutral,Cleanliness
1055,"Boarding took some effort, but I managed without much trouble.",57,Freelancer,Morning Peak,High,8,Neutral,Accessibility
1056,Accessibility was average; it could be better for elderly passengers.,50,Driver,Morning Peak,High,12,Neutral,Accessibility
1057,"The inside of the bus was dusty, the seats were dirty, and there was a bad smell the whole way.",35,Teacher,Evening Peak,Low,31,Negative,Cleanliness
1058,Bus e emon bhir chilo je neme jabar agei chinta hoye jacchilo kivabe gate porjonto jabo.,57,Job Seeker,Morning Peak,Severe,53,Negative,Crowding
1059,"If the service stays like this, the fare should not keep increasing.",31,Job Seeker,Evening Peak,Low,40,Negative,Cost
1060,"Safety was okay today, though the boarding process could be better.",28,Shopkeeper,Evening Peak,Moderate,9,Neutral,Safety
1061,"The ride felt somewhat crowded, but I did not face any major safety issue.",34,Homemaker,Morning Peak,Low,15,Neutral,Safety
1062,The conductor kept shouting instead of answering simple fare questions calmly.,50,Healthcare Worker,Evening Peak,Moderate,52,Negative,Staff Behavior
1063,"I found a bus fairly quickly, even during the rush.",37,Factory Worker,Evening Peak,High,5,Positive,Availability
1064,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",36,Teacher,Morning Peak,Severe,59,Negative,Cleanliness
1065,"People were pushing near the gate while boarding, and it felt risky, especially for women and older passengers.",40,Homemaker,Morning Peak,High,26,Negative,Safety
1066,The information given by staff was helpful and saved time.,48,Small Business,Evening Peak,Moderate,10,Positive,Information
1067,I could follow the stops without much confusion.,42,Banker,Evening Peak,Low,3,Positive,Information
1068,The bus stopped properly and boarding was easier today.,41,Student,Morning Peak,High,8,Positive,Accessibility
1069,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",48,Student,Evening Peak,High,31,Negative,Availability
1070,Getting on the bus was difficult because it barely stopped near the designated stop.,46,Job Seeker,Evening Peak,High,18,Negative,Accessibility
1071,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,30,Office Employee,Morning Peak,High,39,Negative,Safety
1072,Even a small sign or proper announcement could have made this trip easier.,50,Small Business,Morning Peak,Moderate,55,Negative,Information
1073,"During office time, availability is still poor. Demand is clearly higher than supply.",19,Homemaker,Evening Peak,High,29,Negative,Availability
1074,The conductor kept shouting instead of answering simple fare questions calmly.,36,Homemaker,Evening Peak,Moderate,39,Negative,Staff Behavior
1075,"The fare felt acceptable, though service quality could still improve.",19,Office Employee,Morning Peak,Severe,13,Neutral,Cost
1076,"Too many passengers, no personal space, and constant pushing—this should not be normal.",47,Freelancer,Morning Peak,High,26,Negative,Crowding
1077,"Too many passengers, no personal space, and constant pushing—this should not be normal.",47,Small Business,Morning Peak,High,52,Negative,Crowding
1078,"Safety was okay today, though the boarding process could be better.",21,Student,Morning Peak,Moderate,19,Neutral,Safety
1079,"Nothing serious happened, but the route still feels a little risky during rush hour.",50,Job Seeker,Evening Peak,High,17,Neutral,Safety
1080,"Between heat, noise, and crowding, this felt like a very draining commute.",36,Teacher,Evening Peak,Severe,30,Negative,Comfort
1081,"The bus was a bit late today, but not unusually late for a weekday in Dhaka.",38,Banker,Evening Peak,Low,19,Neutral,Delay
1082,"Everyone was squeezed together, and even moving one step inside felt impossible.",55,Job Seeker,Evening Peak,High,49,Negative,Crowding
1083,"I expected a rough commute, but it was actually manageable.",25,Office Employee,Evening Peak,Moderate,12,Positive,Comfort
1084,I paid more than usual today and there was no proper explanation from the conductor.,34,Job Seeker,Morning Peak,High,19,Negative,Cost
1085,The bus was so full that I had to stand bent near the gate for almost the whole trip.,50,Shopkeeper,Morning Peak,High,32,Negative,Crowding
1086,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",55,Teacher,Evening Peak,High,35,Negative,Accessibility
1087,"If the service stays like this, the fare should not keep increasing.",19,Freelancer,Morning Peak,High,29,Negative,Cost
1088,"There was pressure inside the bus, but not severe.",28,Small Business,Evening Peak,Severe,19,Neutral,Crowding
1089,"Nothing serious happened, but the route still feels a little risky during rush hour.",20,Office Employee,Evening Peak,Severe,20,Neutral,Safety
1090,"The stop area was busy, though still usable.",54,Student,Evening Peak,Moderate,19,Neutral,Accessibility
1091,Communication from the conductor was average today.,31,Teacher,Morning Peak,High,17,Neutral,Staff Behavior
1092,Staff behavior made the whole ride more unpleasant than it needed to be.,23,Banker,Evening Peak,High,46,Negative,Staff Behavior
1093,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",37,Freelancer,Evening Peak,Moderate,42,Negative,Cleanliness
1094,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",31,Freelancer,Morning Peak,High,21,Negative,Cleanliness
1095,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",58,Student,Morning Peak,High,34,Negative,Comfort
1096,Communication from the conductor was average today.,26,Teacher,Evening Peak,Moderate,10,Neutral,Staff Behavior
1097,Staff behavior made the whole ride more unpleasant than it needed to be.,43,Student,Evening Peak,High,42,Negative,Staff Behavior
1098,I felt comparatively secure throughout the journey.,19,Healthcare Worker,Morning Peak,High,12,Positive,Safety
1099,"Comfort was average—no major issue, no special improvement.",41,Homemaker,Morning Peak,Severe,11,Neutral,Comfort
1100,"Nothing serious happened, but the route still feels a little risky during rush hour.",27,Small Business,Evening Peak,Severe,13,Neutral,Safety
1101,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",28,Office Employee,Evening Peak,High,37,Negative,Cleanliness
1102,"Comfort was average—no major issue, no special improvement.",35,Job Seeker,Evening Peak,Severe,14,Neutral,Comfort
